ValidName,Synonyms
Appias albina semperi,"Appias kawakamii, Catophaga semperi, Appias latimarginata"
Appias albina swinhoei,"Appias norma, Catophaga swinhoei"
Appias albina,"Appias principalis, Appias semiflava, Pieris neombo, Pieris albina, Tachyris flava, Tachyris cynisca"
Appias aroa,Tachyris aroa
Appias athama manaia,Catophaga manaia
Appias athama psyche,"Appias argentifera, Pieris psyche"
Appias athama,"Catophaga wallacei, Pieris athama, Pieris jacquinotii"
Appias aurosa,Tachyris aurosa
Appias cardena perakana,Tachyris perakana
Appias cardena,"Pieris hagar, Pieris cardena"
Appias celestina barea,Appias barea
Appias celestina eumelis,"Appias delicata, Pieris eumelis"
Appias celestina galepsus,Appias galepsus
Appias celestina orientalis,Appias orientalis
Appias celestina,"Appias tamibia, Tachyris sekarensis, Appias galerus, Appias aurifera, Appias lileia, Appias limia, Pieris celestina"
Appias clementina,"Appias agar, Pieris clementina, Tachyris adelpha"
Appias dolorosa adorabilis,Appias adorabilis
Appias dolorosa kobayashii,Appias kobayashii
Appias dolorosa,
Appias epaphia aequatorialis,Appias aequatorialis
Appias epaphia angolensis,Appias angolensis
Appias epaphia contracta,"Appias eurynome, Appias ione, Pieris mahoboides, Glutophrissa contracta"
Appias epaphia orbona,"Appias aglaia, Pieris flavida, Pieris albida, Pieris malatha, Pieris orbona"
Appias epaphia piresi,Appias piresi
Appias epaphia,"Papilio nigricantemarginatus, Appias infralimbalis, Appias limbophora, Appias simplicior, Appias deficiens, Appias lagai, Pieris higinia, Appias dido, Papilio hypatia, Appias epaphiopsis, Pieris matuta, Appias arctimargo, Appias confluens, Appias decolorata, Papilio saba, Papilio epaphia, Acraea caecilia  , Papilio artemesa"
Appias galba,"Tachyris hainanensis, Appias nebo, Tachyris galba"
Appias galene,"Appias fasciata, Catophaga venusta, Catophaga lankapura, Pieris galene"
Appias hombroni sulanorum,Tachyris sulanorum
Appias hombroni tombugensis,Tachyris tombugensis
Appias hombroni,Pieris hombroni
Appias inanis,
Appias indra aemilia,Appias aemilia
Appias indra aristoxemus,"Appias inyu, Appias aristoxemus, Appias thrasea"
Appias indra balinus,Appias balinus
Appias indra citrinus,Appias citrinus
Appias indra eurytus,Appias eurytus
Appias indra festrada,Appias festrada
Appias indra imbecilis,Hiposcritia imbecilis
Appias indra klossi,Appias klossi
Appias indra leptis,Pieris leptis
Appias indra lucasii,Tachyris lucasii
Appias indra massilia,Appias massilia
Appias indra myndus,Appias myndus
Appias indra narendra,Appias narendra
Appias indra plana,Appias plana
Appias indra shiva,"Appias statilia, Hiposcritia shiva"
Appias indra thronion,Appias thronion
Appias indra treadawayi,Appias treadawayi
Appias indra vadus,Appias vadus
Appias indra,"Appias mahana, Appias menandrus, Pieris indra, Pieris colimba, Tachyris indigis"
Appias ithome,"Appias nigrocincta, Pieris ithome"
Appias lalage aornus,Appias aornus
Appias lalage durvasa,"Pieris durvasa, Catophaga pseudolalage"
Appias lalage lageloides,Hiposcritia lageloides
Appias lalage mutina,Appias mutina
Appias lalage,"Hiposcritia argyridina, Pieris lalage"
Appias lalassis,Pieris indroides
Appias lasti natalensis,Appias natalensis
Appias lasti,Mylothris lasti
Appias libythea olferna,Appias olferna
Appias libythea rouxii,"Appias yaksha, Pieris rouxii"
Appias libythea zelmira,"Papilio zelmira, Appias irvini"
Appias libythea,"Appias irvinii, Appias retexta, Pieris libitina, Appias yayeyamana, Appias peducaea, Appias sopara, Appias ares, Pieris larissa, Papilio libythea"
Appias lyncida andrea,"Colias andrea, Appias aternia"
Appias lyncida balambangensis,Appias balambangensis
Appias lyncida decolor,Appias decolor
Appias lyncida dohertiella,Tachyris dohertiella
Appias lyncida eleonora,"Appias lurida, Appias inornata, Appias epicoena, Pieris eleonora, Appias vacans, Appias hippoides"
Appias lyncida enarete,Pieris enarete
Appias lyncida enaretina,Tachyris enaretina
Appias lyncida fabiola,Tachyris fabiola
Appias lyncida floresiana,Tachyris floresiana
Appias lyncida formosana,"Appias tsurui, Appias galbana, Appias taihokuna, Pieris formosana"
Appias lyncida gellia,Appias gellia
Appias lyncida hippo,Papilio hippo
Appias lyncida hippona,Appias hippona
Appias lyncida latifasciata,Appias latifasciata
Appias lyncida lepidana,Appias lepidana
Appias lyncida lutatia,Appias lutatia
Appias lyncida lycaste,Pieris lycaste
Appias lyncida lynceola,"Tachyris timorensis, Pieris lynceola"
Appias lyncida maccina,Appias maccina
Appias lyncida nicobarica,Appias nicobarica
Appias lyncida papissa,Appias papissa
Appias lyncida purana,Appias purana
Appias lyncida subenarete,Appias subenarete
Appias lyncida tabropana,Appias aperta
Appias lyncida taprobana,"Belenois fervidior, Appias taprobana"
Appias lyncida vasava,Appias vasava
Appias lyncida,"Papilio cneora, Papilio maria, Appias icilia, Pieris enyo, Papilio lyncida"
Appias mariana,
Appias mata caeca,Appias caeca
Appias mata,Tachyris mata
Appias melania,"Pandemos kalisi, Tachyris cerussa, Tachyris asteria"
Appias nephele aufidia,Appias aufidia
Appias nephele dilutior,Tachyris dilutior
Appias nephele elis,Appias elis
Appias nephele hostilia,Appias hostilia
Appias nephele invitabilis,Appias invitabilis
Appias nephele leytensis,Appias leytensis
Appias nephele tawitawiana,Appias tawitawiana
Appias nephele,Pieris nephele
Appias nero acuminata,Pieris acuminata
Appias nero baweanicus,Tachyris baweanicus
Appias nero chelidon,Tachyris chelidon
Appias nero corazonae,Appias corazonae
Appias nero domitia,"Appias korridona, Appias kabiraensis, Pieris asterope, Pieris charpentieri, Pieris domitia, Appias yamazakii"
Appias nero flavius,Appias flavius
Appias nero fleminius,Appias fleminius
Appias nero neronis,Tachyris neronis
Appias nero palawanica,"Tachyris coelitus, Tachyris palawanica, Appias helvola"
Appias nero pulonus,Tachyris pulonus
Appias nero ramosa,Catophaga ramosa
Appias nero soranus,Appias soranus
Appias nero tibericus,Appias tibericus
Appias nero zamboanga,"Appias mindanensis, Appias boholensis, Pieris zamboanga"
Appias nero,"Pieris figulina, Pieris thyria, Appias sufflava"
Appias nupta,Hiposcritia nupta
Appias pandione lagela,Catophaga lagela
Appias pandione moiro,Appias moiro
Appias pandione ozolia,Appias ozolia
Appias pandione whiteheadi,Appias whiteheadi
Appias pandione,"Appias eburnea, Pieris xanthomma, Hiposcritia pandione"
Appias paulina adamsoni,"Appias pseudoleis, Catophaga adamsoni"
Appias paulina agave,Pieris agave
Appias paulina albata,"Appias dohertyi, Tachyris albata"
Appias paulina antoniae,Appias antoniae
Appias paulina athena,"Catophaga athena, Appias ochracea"
Appias paulina distanti,Catophaga distanti
Appias paulina ega,"Pieris ega, Pieris caledonica"
Appias paulina emilia,Catophaga emilia
Appias paulina eurosundana,Appias eurosundana
Appias paulina falcidia,Appias falcidia
Appias paulina galathea,"Catophaga roepstorffii, Pieris galathea"
Appias paulina grisea,Appias grisea
Appias paulina griseoides,Appias griseoides
Appias paulina insularis,Appias insularis
Appias paulina minato,"Catophaga minorata, Catophaga minato, Appias iwasakii, Appias matsumurai, Appias shima"
Appias paulina nikomedeia,Appias nikomedeia
Appias paulina paula,Tachyris paula
Appias paulina pietersi,Appias pietersi
Appias paulina pione,Appias pione
Appias paulina plaetoria,Appias plaetoria
Appias paulina saina,"Appias sosias, Appias saina"
Appias paulina sawela,"Appias furia, Tachyris sawela"
Appias paulina sithonia,Appias sithonia
Appias paulina tambora,Catophaga tambora
Appias paulina terentilia,"Appias aegina, Appias flaminia, Appias horatia, Appias iria, Appias marginata, Appias terentilia"
Appias paulina thyre,Appias thyre
Appias paulina zoe,"Pieris zoe, Appias limbata, Appias melanides, Appias uranides"
Appias paulina,"Catophaga leis, Appias raksasa, Appias obscurior, Pieris ida, Appias subtuslutea, Appias atrolutea, Appias fruhstorferi, Appias rosieri, Appias wegeneri, Tachyris alope, Pieris capparidis"
Appias perlucens,"Appias auriflua, Appias ochraciens, Appias canisia, Phrissura perlucens, Pieris perlucens"
Appias phaola intermedia,Appias intermedia
Appias phaola isokani,"Mylothris nagare, Belenois isokani"
Appias phaola uigensis,Appias uigensis
Appias phaola,"Pieris rhodanus, Appias ochrea, Pieris phaola"
Appias phoebe mindana,Appias mindana
Appias phoebe montanus,"Appias montanus, Appias canlaonensis"
Appias phoebe rowelli,Appias rowelli
Appias phoebe zamora,Pieris zamora
Appias phoebe,Pieris phoebe
Appias placidia,"Papilio placidia, Tachyris placidiana, Tachyris maculata"
Appias remedios,
Appias sabina comorensis,Appias comorensis
Appias sabina confusa,"Mylothris majungana, Pieris hecyra, Pieris hemichlora, Appias euphrosyne, Belenois coniata, Belenois confusa"
Appias sabina udei,"Appias absyrtus, Appias epaphioides, Appias thalia, Appias haendeli, Appias weberi, Appias udei, Appias semiepaphia, Appias dubia, Phrissura phoebe"
Appias sabina,"Appias reversa, Appias bicolor, Appias defecta, Pieris sabina, Appias divisapex, Papilio hecyra"
Appias sylvia abyssinica,Appias abyssinica
Appias sylvia nyasana,"Appias masabae, Appias ugandensis, Appias luvuensis, Appias xerophyla, Phrissura nyasana"
Appias sylvia ribeiroi,Appias ribeiroi
Appias sylvia sudanensis,Appias sudanensis
Appias sylvia zairiensis,Appias zairiensis
Appias sylvia,"Appias rhodopiana, Appias bachi, Appias dopero, Papilio eudoxia, Appias tenuifasciata"
Appias urania blissetti,Appias blissetti
Appias urania,"Tachyris urania, Appias zondervani"
Appias waltraudae,
Appias wardii,"Appias arida, Catophaga wardii"
Appias zarinda bouruensis,Tachyris bouruensis
Appias zarinda phestus,Tachyris phestus
Appias zarinda sulana,Tachyris sulana
Appias zarinda,"Pieris zarinda, Pieris fatime"
Archonias brassolis approximata,"Euterpe approximata, Archonias papilionides"
Archonias brassolis critias,Euterpe critias
Archonias brassolis cutila,Archonias cutila
Archonias brassolis marcias,Archonias marcias
Archonias brassolis negrina,"Archonias hyrnetho, Archonias phaloreia, Archonias sabrina, Euterpe negrina"
Archonias brassolis nigipennis,Archonias hades
Archonias brassolis nigripennis,"Euterpe nigripennis, Archonias brevia"
Archonias brassolis rosacea,"Euterpe rosacea, Archonias regillus"
Archonias brassolis rubrosparsa,"Archonias rubrosparsa, Archonias archidona"
Archonias brassolis semialba,Archonias semialba
Archonias brassolis tereas,"Papilio tereas, Archonias uniplaga, Priamides julus"
Archonias brassolis,"Heliconia braselis, Papilio brassolis, Papilio bellona, Papilio erycinia, Euterpe terea  , Priamides julius  , Archonias approximata"
Ascia monuste automate,"Pieris marmorata, Pieris automate, Pieris juri, Pieris obscura, Pieris pura"
Ascia monuste eubotea,"Pieris eubotea, Pieris evonima, Pieris joppe, Pieris vallei"
Ascia monuste orseis,"Pieris orseis, Pieris disjuncta, Mylothris hippomonuste"
Ascia monuste phileta,"Pieris cleomes, Papilio phileta"
Ascia monuste raza,Ascia raza
Ascia monuste suasa,"Ascia joannisi, Pieris suasa"
Ascia monuste virginia,"Pieris virginia, Mylothris hemithea"
Ascia monuste,"Ascia crameri, Cepora heliades, Pontia feronia, Papilio monuste, Ascia nigra, Papilio albusta, Synchloe monuste  , Pontia monuste"
Baltia butleri karmapa,Baltia karmapa
Baltia butleri potanini,"Baltia toujowensis, Baltia potaninei, Pieris potanini"
Baltia butleri sikkima,Baltia sikkima
Baltia butleri tatochilina,"Baltia tatochilina, Baltia nekrutenkoi"
Baltia butleri,Synchloe butleri
Baltia shawii baitalensis,"Baltia karakuli, Baltia baitalensis"
Baltia shawii wyatti,Baltia wyatti
Baltia shawii,"Baltia melanotica, Mesapia shawii, Baltia anteobscura, Baltia postclara, Baltia postobscura, Pieris shawii"
Belenois aldabrensis,Teracolus aldabrensis
Belenois anomala,Synchloe anomala
Belenois antsianaka,"Pieris ramona, Pieris aurantia, Pieris antsianaka, Belenois drurii, Belenois persimilis, Nepheronia lasti"
Belenois aurota taprobana,Pieris taprobana
Belenois aurota,"Pieris pusillima, Papilio aurota, Pieris lordaca, Belenois auriginea, Pieris turanica, Pieris punctifera, Pieris iris, Papilio mesentina, Papilio augusta, Pinacopteryx syrinx, Anaphaeis aurota"
Belenois calypso dentigera,"Anapheis tshangerensis, Pieris schweinfurthi, Pieris costimacula, Belenois aurea, Belenois dentigera, Pieris pulchricolor"
Belenois calypso marlieri,Belenois marlieri
Belenois calypso minor,"Belenois butyrosa, Belenois minor, Belenois alcestis, Belenois alcimede, Belenois alcippe, Belenois helena, Belenois nausicaa"
Belenois calypso,"Papilio fulvoacuminatus, Papilio nigronotatus, Papilio nigropictus, Belenois cretacea, Belenois houzeaui, Papilio calypso, Belenois lypsoca"
Belenois crawshayi,"Belenois flavistriga, Belenois sagittata, Anapheis deficiens, Anapheis immaculata, Anapheis juncta, Anapheis obscura, Pieris continentalis, Pieris pygmaeana, Belenois lata"
Belenois creona benadirensis,Glycestha benadirensis
Belenois creona boguensis,"Pieris mixta, Pieris boguensis"
Belenois creona elisa,"Belenois johannae, Pieris elisa"
Belenois creona leucogyne,Belenois leucogyne
Belenois creona prorsus,"Anapheis prorsus, Belenois antonii"
Belenois creona severina,"Anapheis demaneti, Anapheis evrardi, Anapheis gnoma, Anaphaeis creonoides, Anaphaeis creontica, Anaphaeis jocasta, Anaphaeis megara, Anaphaeis mombasica, Anaphaeis nigerrima, Pieris msamwiana, Belenois infida, Pieris agrippina, Pieris acutapex, Pieris burgeoni, Pieris obscurissima, Pieris subalba, Papilio severina, Pieris guarani"
Belenois creona,"Colias ernestius, Pieris sigirrensis, Anapheis houzeaui, Pieris caeca, Papilio creona, Anaphaeis creona  , Glycestha creona"
Belenois diminuta,"Belenois tanganyikae, Belenois flavilla, Belenois tanganjikae"
Belenois gidica abyssinica,"Anapheis masformis, Anapheis nigrescens, Anapheis nigrifusa, Anapheis subochracea, Glycestha androides, Pieris simplex, Anaphaeis centralis, Pieris allica, Pieris pallida, Pinacopteryx doubledayi, Pinacopteryx westwoodi, Pieris crassilinea, Pieris texturata, Pieris abyssinica"
Belenois gidica hypoxantha,Pieris hypoxantha
Belenois gidica,"Anapheis albata, Anapheis arida, Pieris gidica, Pieris tschadica, Pieris masculina, Belenois occidentis"
Belenois grandidieri,"Pieris grandidieri, Pieris voeltzkowi"
Belenois hedyle ianthe,"Belenois albicans, Belenois albunea, Belenois arenosa, Belenois asseris, Belenois popularis, Pieris ianthe"
Belenois hedyle rhena,"Pieris rhena, Belenois fumosa"
Belenois hedyle,"Papilio sordideflavicans, Papilio hedyle, Papilio sordidiflavicans"
Belenois helcida,"Belenois albipennis, Pieris helcida"
Belenois java anita,Belenois anita
Belenois java clarissa,"Belenois clarissa, Pieris micronesia, Pieris vitiensis"
Belenois java ina,Anaphaeis ina
Belenois java peristhene,"Anaphaeis nigrita, Pieris peristhene"
Belenois java picata,Belenois picata
Belenois java savuana,Pieris savuana
Belenois java schmeltzi,Belenois schmeltzi
Belenois java teutonia,"Papilio clytie, Papilio deiopea, Pieris niseia, Papilio teutonia"
Belenois java,"Belenois magniplaga, Papilio java, Anaphaeis melanoptera, Papilio coronea"
Belenois larima,"Pieris larima, Dixeia larima"
Belenois mabella,Belenois mahobo
Belenois margaritacea intermedia,Belenois intermedia
Belenois margaritacea kenyensis,Pieris kenyensis
Belenois margaritacea plutonica,Pieris plutonica
Belenois margaritacea,Pieris somereni
Belenois ogygia bongeya,Belenois bongeya
Belenois ogygia,Pieris ogygia
Belenois raffrayi extendens,"Anapheis intermedia, Anapheis extrema, Pieris extendens"
Belenois raffrayi similis,Belenois similis
Belenois raffrayi,Pieris raffrayi
Belenois rubrosignata kongwana,Belenois kongwana
Belenois rubrosignata peeli,Belenois peeli
Belenois rubrosignata,"Belenois albinescens, Belenois aurantia, Belenois caesia, Pieris rubrosignata, Belenois picta, Pieris overlaeti"
Belenois solilucis loveni,"Pieris appioides, Pieris loveni, Pieris sabulosa, Belenois coronis, Belenois daphne, Belenois eurydice, Belenois procis, Belenois telephassa, Belenois marginepuncta, Pieris hemichrysa"
Belenois solilucis,"Belenois citronata, Belenois incitronata, Belenois oesypera, Mylothris agylla, Mylothris caere, Pieris sulphurescens, Pieris ochracea, Pieris abti, Pieris glucki, Pieris subornata, Pieris frommi, Phrissura narcissus, Pseudopontia sulphurescens"
Belenois subeida frobeniusi,"Pieris zoraida, Belenois voltaensis, Pieris frobeniusi"
Belenois subeida hailo,"Pieris hailo, Belenois auristriga, Pieris hiemalis"
Belenois subeida sylvander,"Belenois arens, Belenois achaeus, Belenois circe, Belenois galatea, Belenois ignescens, Belenois sylvander"
Belenois subeida,"Belenois demarginata, Belenois instabilis, Pieris subeida"
Belenois sudanensis katalensis,Belenois katalensis
Belenois sudanensis mayumbana,Belenois mayumbana
Belenois sudanensis pseudodentigera,"Belenois bicolor, Belenois unicolor, Belenois pseudodentigera"
Belenois sudanensis,Pieris sudanensis
Belenois theora lortzingi,"Belenois parvimacula, Belenois lacteola, Pieris laeta, Pieris lortzingi"
Belenois theora ratheo,"Belenois sulfurata, Pieris ratheo, Pieris concolor, Pieris maculata, Pieris obscurata, Pieris weidholzi"
Belenois theora,"Pieris theora, Belenois brevimacula, Pieris sylvarum, Pieris paroreia"
